La Luna se aleja de la Tierra unos 4 cm al año. Es porque ambas hacen variar el centro de gravedad de la otra constantemente,0,0,
"RT ""@ramiroccs #Cola en Cota Mil llega hasta la entrada de los 2 caminos. Están reparando los postes."" 2:05pm",1,1,1
via @nadielaconoche:  LOPEOR LE PONEN CORTINA D HUMO FARMATODO Y SE DSPISTARON DEL PRBLEMA REAL NARCOTRAFICO http://t.co/qWQXgOuY9H #Miranda,0,0,
"Nuestra atleta de Halterofilia, Mirza Torres, fue con la meta a JUVINEU de levantar 50kg. ¡Lo logró! ¡Vamos #USBve! http://t.co/RqFi5T2nsv",0,0,
Celebramos el logro de Mirza Torres en Halterofilia- modalidad envión. ¡Otro Orgullo Uesebista! #USBve,0,0,
"RT @FF971: RT @enelmapa_cp: :-| #PNM sentido Los Teques. Cola Moderada en Recta Las Minas,La Redoma de Los Teques",1,1,1
"RT @ElCoctel971: RT @enelmapa_cp: :-| #PNM sentido Los Teques. Cola Moderada en Recta Las Minas,La Redoma de Los Teques",1,1,1
"via @MDarcyta:   Ahora se habla de Farmatodo, de día a día, de colas escondidas, y lo del narcotráfico? Ya se nos olvidó! #PrioridadTránsito",0,0,
Vía @GAntias Tienen cerrado acceso hacia la aut V C desde hipódromo porque están trabajando en puente http://t.co/J2Dfo7iL4k,1,1,2
via @endryfran:  @MDarcyta @trafficVALENCIA  Y que decir de las colas del Bicentenario??#PrioridadTránsito #PrioridadTránsito,0,0,
"#Tipstraffic Difundir info e imágenes PRIVADAS de un individuo puede ser ilegal, y ser suspendido.  http://t.co/gI1pRgPTiu",0,0,
"#Tipstraffic Difundir info e imágenes PRIVADAS de un individuo puede ser ilegal, y ser suspendido.  http://t.co/6Q3BooMXGZ",0,0,
vía @ere174: #Devotos de Nuestra Señora de La Candelaria ofrecieron sus oraciones por la paz de… http://t.co/BpS6t0IdCs de @e7_radio,0,0,
via @R_jesus0193: SERA QUÉ EL PUEBLO VENEZOLANO DESPERTARÁ @trafficTACHIRA @trafficVALENCIA  #DonaTusMedicamentos,0,0,
via @AlexMaria123: @trafficTACHIRA @R_jesus0193 @trafficVALENCIA  Dios quiera y sea pronto....√√√√ #DonaTusMedicamentos,0,0,
via @MyrtaGraciela:  Alguien sabe que pasa ? No hay agua en el vigía lo #Miranda,0,0,
via @laguirre752: @traffiCARACAS @aryi31   incendio en la bandera alguien podria informar a que se debe in incencio http://t.co/8irLBe4jgX,0,0,
via @adrianacabrera:  @XiomaraDaz2 @traffiCARACAS @trafficVZLA autopista Francisco Fajardo #Miranda,0,0,
via @fedorader:  cola virtual cc la casona ubicada san Antonio de los altos...venezolanos felices! http://t.co/PAHLKS3dvp #Miranda,0,0,
via @mommi_mia:  @laguirre752 @traffiCARACAS @aryi31  Eso Paso Hace Rato....como a las   y pico #PrioridadTránsito,0,0,
Vía @rutransito959 #Miranda continua la cola para salir de Caracas por un incendio de vegetación en la subida de tazon km8 aproxm. S/Val.,1,1,2
RT @victoria1039fm: (2:30pm) &gt;&gt; Carretera Panamericana sin novedad desde #·LasTejerías hasta #LosTeques y viceversa,1,0,1
"via @MyrtaGraciela:  No hay agua en el Vigia los Teques que pasa ? ya son dos días, si alguien sabe que pasa ? #PrioridadTránsito",0,0,
Estos son los pasos paras casarte por civil en nuestro municipio http://t.co/dV2NByvmLS,0,0,
via @lulurocky:  @MyrtaGraciela debe seer quw hay cola en el acueducto #PrioridadTránsito,0,0,
"¿Sabías que la saliva humana contiene opiorfina, un analgésico 6 veces más fuerte que la morfina?",0,0,
Vía @rutransito959 #FueraDeLaARC hay tranca a la altura de corocito en sabaneta por protestas por falta de agua.,1,1,2
"RT @billboard: Track-by-track album review: @FifthHarmony shows who's the Bo$$ on ""Reflection"" http://t.co/NxHN0xoeJc",0,0,
via @gitano681: @trafficVALENCIA @trafficTACHIRA  estas son las amistades del tomador de leche en BMW de Miranda http://t.co/EsvHwi0llf,0,0,
"via @ToolsFive: @trafficVALENCIA @R_jesus0193  ""CREO QUE EL PUEBLO VZLANO SE MURIÓ....LO QUE QUEDAN SON ZOMBIES DEAMBULANDO DE COLA EN COLA",0,0,
Vía @MIRANDAACTIVA Retraso en la #PNM desde el Km 17 sentido #SAA.,1,1,2
Billboard le dio 4/5 a Reflection. Everything is Fifth Harmony and nothing hurts.,0,0,
via @gitano681: @trafficVALENCIA @trafficTACHIRA  El drogadicto que está detenido en Ramo Verde abrazaba a este http://t.co/EsvHwi0llf,0,0,
En video: así fue el madrugonazo que le hicieron a cadena de supermercados Día Día por acaparadores http://t.co/52hZnXMvDe vía @la_iguanatv,0,0,
"via @aapvivas:  @laguirre752 @traffiCARACAS @aryi31 incendio de locales, situación controlada, abierto al público #Miranda",0,0,
Vía @FMCENTER La Fajardo con buen desplazamiento del C.C.C.T hasta Los Ruices.,1,0,0
via @antrochas:  @laguirre752 @traffiCARACAS @aryi31 incendio ya pasó sigue es irregularidad en  negocios informales q operan en la bandera,0,0,
RT @171Carabobo: Desplazamiento vehicular moderado en Carretera Nacional tramo #Guacara cerca de sede de Bomberos (2.36 pm),1,1,1
via @R_jesus0193: @gordo4949 @trafficTACHIRA @trafficVALENCIA  ESO ES CIERTO Q.E.P.D ESTUDIANTES CAIDOS. GENESIS BASSIL REDMAN #Miranda,0,0,
"RT @PDVSATV: #Efeméride | El #3F de 1795 nació en Cumaná el hombre más leal Simón Bolívar, el Gran Mariscal Antonio José de Sucre http://t.…",0,0,
RT @rutransito959: #Miranda continua la cola para salir de Caracas por un incendio de vegetación en la subida de tazon km8 aproxm. S/Val.,1,1,2
"via @Klos_Gonzalez: @traffiCARACAS  No fue una avería, si hubo un artefacto explosivo y al personal de la AN no le dieron acceso nuevamente",0,0,
Vía @FMCENTER Av. Principal de Los Cortijos está bien.,1,0,0
via @MIRANDAACTIVA: Retraso en la #PNM dsd el Km 17 sentido #SAA @trafficVZLA   #PrioridadTránsito,1,1,2
RT @CristhianDaS: Hoy donamos 28 libros a los centros @CEIG_USB @CEIP_USB @CECEUSB @CEBIOUSB @CEIQUSB @USBCEIC,0,0,
via @Porlasvias: @traffiCARACAS @aapvivas  @laguirre752 @aryi31 estacionamiento bulevar http://t.co/2Eb6YBKpDP #Miranda,1,1,2
"via @sclepio: : Se agotan los inventarios de Pollos congelados,por que? Xq no nacieron pollitos,no hay vacunas y alimentos.  #Miranda",0,0,
via @Porlasvias: @traffiCARACAS @aapvivas  @laguirre752 @aryi31 cota y bien en sus dos sentidos dsd la castellana hasta el final la baral,1,0,0
via @ed_mundos: @sclepio    Para ser criador de pollos en Venezuela se requiere ser Heroe  o ..........Enchufao Boliburgues. #Miranda,0,0,
Contributed Tweets for @TraficoVC are delivered by @RoundTeam https://t.co/MF5bi2MuSo,0,0,
RT @ElCoctel971: RT @traficovv: Vía @MIRANDAACTIVA Retraso en la #PNM desde el Km 17 sentido #SAA.,1,1,2
RT @MIRANDAACTIVA: Retraso en la #PNM desde el Km 17 sentido #SAA @EUtrafico @traficovv @trafficMIRANDA,1,1,2
Vía @FMCENTER Sin inconvenientes en la autopista Francisco Fajardo del Dist Altamira al Dist Los Ruices 2:45,1,0,0
via @ingridj04: HIDROCAPITALca   .,0,0,
A esta hora Sin agua dsd el domingo a las 9 am  en colinas d carrizal. Sector el Mirador #Miranda,0,0,
via @deleno1:  @ToolsFive @trafficVALENCIA @R_jesus0193 bueno en cabímas murió un señor  en una cola igual seguían en la cola #Miranda,0,0,
vía @ere174: #Ford Focus RS 2015 http://t.co/euNuvXYUTd de @e7_radio,0,0,
Ubica el módulo policial más cercano a tu comunidad y ten a la mano los números de emergencia #BarutaSegura http://t.co/QAMkRiYQUk,0,0,
“El cuidado de los enfermos debe estar ante todo y por encima de todo. Hay que servirles como si realmente fueran Cristo”,0,0,
San Benito,0,0,
RT @FF971: RT @traficovv: Vía @MIRANDAACTIVA Retraso en la #PNM desde el Km 17 sentido #SAA.,1,1,2
My best RTs this week came from: @traficovv @_Resistencia_R @CereOficial @sandrabricenoo #thankSAll via http://t.co/u2jfdvGdyN,0,0,
RT @eluniweb: Disponible el cronograma de las Pruebas de Admisión 2015 de la #USB http://t.co/0Osr2d1psD,0,0,
