vía @GladysMelet:  ppal de caurimare 3/2/15 8:30am http://t.co/BW3XL5D7Q6,0,
via @GracieSua:   @trafficVARGAS @traffiCARACAS hora? #DonaTusMedicamentos,0,
via @ojuanidawan:  retardo vial hasta pasar segundo puesto de control policial bajando hacia guarenas #PrioridadTránsito,1,1
via @cesarLMK_R: reportero vial #54 informa sobre un camion de agua accidentado en Km2 de la #PNM  canal lento sentido caracas.   #Miranda,1,2
via @newscapitalweb: #19F Recomendable la Av. Francisco de Miranda de Petare a Los Dos Caminos 12:47  #Miranda,1,0
via @jesusvalde69: @traffiCARACAS   cae vehículo por el segundo viaducto dirección la Guaira :50 am #Miranda,1,1
via @MelaoFM: 1137am #11F Av La Hoyada #LTQS   @trafficVZLA   @TrafficVZLA http://t.co/3j0ZX7zyvA #DonaTusMedicamentos,0,
Vía @FMCENTER complicada la Fajardo de Los Caobos por lo menos hasta San Juan.,1,2
"#AGMA colisión  entre Spark y Toyota antes del túnel de Turumo entre canal central y lento, autoridades en el sitio 6:35am",1,1
"via @JesusVMendez: Hace minutos,Colectivo marca Volvo,tipo Autobús, que cubre la ruta Ccs-Puerto la Cruz,calcinado
Carretera Río Chico-El G",1,0
RT @FMCENTER: Cola en la Cota Mil desde Sebucan hasta El Marqués 5:28 #TrafficCenter,1,1
"Choque en la Cota Mil, sentido oeste - este, a la altura de Dos Caminos genera fuerte congestión (Foto @jcastro0906) http://t.co/FDMWUeukgn",1,2
RT @victoria1039fm: 10:25am #ARC: Desde #Caracas hasta #Valencia la Autopista Regional del Centro se encuentra sin novedad en ambos sentidos,1,0
RT @luisenok: Accidente en avenida bolivar. uregente!!,1,1
"RT @argenis1033: Gracias @jhoan1347: #Pnm retraso desde el Km. 4 por choque multiple (cuatro vehiculos) frente a la bomba, luego libre hast…",1,2
via @teofilovicente1:  por favor como esta la autopista subiendo a caracas dsd Guarenas gracias #Miranda,0,
"RT @michiortega: Cerrada av fco miranda sentido est-oeste, tomar precauciones",1,2
"Autopista #Caracas–#LaGuaira con buen desplazamiento en ambos sentidos. 
12:06 p. m.",1,0
"Libre la Av. Venezuela de El Rosal. 
12:56 p. m.",1,0
"RT @ElCoctel971: #PNM sentido Los Teques. Sin Cola en Distribuidor La Gaviota,Entrada al IUTRC,Recta Las Minas,Kilómetro 18,Distribuidor Pu…",1,0
"Menú Almuerzo 20/01 MYS: Sopa de Res, Pollo a la Cacerola, Arroz Verde, Ens. Tomate y Orégano, Cambur. Buen Apetito @FCEUSB @SecServiciosFCE",0,
"via @norleysuarez:  @traffiCARACAS fuerte cola autopista ff vía oeste, dsd sta cecilia 2:17 pm #DonaTusMedicamentos",1,2
Vía @FMCENTER Cola en la Francisco Fajardo de Altamira a la recta de El Rosal.,1,1
vía @Luis24Palacios:  #AFF rápida del Paraíso al botánico / viceversa #Cola hasta San Juan luego mejora! 12:23pm,1,1
via @Sandruskiefe:  @trafficvzla  @trafficVZLA a esta hora 4:45 pm #PNM  Libre y valle coche ligera. #PrioridadTránsito,1,0
"Cerrada avenida Francisco de Miranda en ambos sentidos, desde Bello Campo hasta La Joya http://t.co/9zAFyl8TVM http://t.co/8Ib0emCBe7",1,2
"RT @MIRANDAACTIVA: Camión accidentado en el km 17 de la #PNM sentido SAA, cola desde Lomas de Urquía.",1,2
via @vanysok:  el motivo de la cola #Caracas. Es donde era el antiguo peaje motivo de desforestacion ... cola en ambos sentidos fuerte,1,2
#LTQS en la bajada del Tambor colapsada 5:52pm,1,2
Vía @TrafficEnLaVia #LTQS Cola bajada del Tambor 6:21pm.,1,2
RT @victoria1039fm: (1:29 pm) Vía &gt;&gt; @trafico_gv: Cerrada la avenida Francisco de Miranda en ambos sentidos por manifestación #Caracas,1,2
vía @MaquinaDelAire:  Tránsito lento #Carretera de Baruta a nivel de # HoyoDeLaPuerta hacia La Trinidad 8:58am,1,1
"Vía @caracas1073fm #Aragua Colisión triple internamente en La Encrucijada, genera congestión en la zona y afecta la ARC sentido #Caracas.",1,2
"via paleoter010  
#PNM despues del choque en el km 8 SENTIDO #LosTeques , novedad pecado Hasta #SAA 17:00",1,1
vía @djabellou:  en #PNM d km3 a km0 transito Lento cola corrida via #Caracas #NoHayVao,1,1
via @YudMera: Cola en la PDE con dirección la Trinidad  comienza dsd la altura del Concresa. :45  @traffiCARACAS #PrioridadTránsito,1,1
via @AereoMeteo: Detonaciones y químicos en Chacao impactado reportero por objeto contundente http://t.co/OYJoPbWMAD  @traffiCARACAS,0,
via @cesarLMK_R: El tercer canal de la #PNM ya operativo  #Miranda,1,0
via @MelaoFM: 635am #04F Dist Los Cerritos PNM   @trafficVZLA   @TrafficVZLA http://t.co/OoPw7YWmhY #Miranda,0,
RT @trafficARC: via @constanmelendez: Tráfico lento dirección Caracas #arc.  Por la altura de Maitana.,1,1
"RT @ReportGuarico: #Guárico Valle de la Pascua - El Socorro fluidez vehicular, sectores con fuerte deterioro vial.",1,1
"(((*****[[HORA PICO]]*****))) 

☞A Esta Hora La Prioridad☜

*****ES EL REPORTE*****

*Modo Prioridad Tránsito* http://t.co/xSRLFiQs0G",0,
RT @MaquinaDelAire: #Av Urdaneta con #Lentitud en su prolongación en #AmbosSentidos 11:49am,1,1
"(((*****[[HORA PICO]]*****))) 

☞A Esta Hora La Prioridad☜

*****ES EL REPORTE*****

*Modo Prioridad Tránsito* 
http://t.co/u109fya33N",0,
vía @TWIRO92:  Cota mil oeste cola7:50  http://t.co/bUY2rHSmih,1,1
RT @AndresNasserT: Libre GMA ambos sentidos 4:35 pm @traffiCARACAS @EUtrafico @activatecaracas,1,0
"#AFF con cola después de Puente Hierro hasta Bello Monte. 
9:08 a. m.",1,2
"RT @altapresion: ""@victoria1039fm: 86:15AM) via: @heralex69: Valle-Coche con volumen recta de los próceres vía Plaza Venezuela http://t.co/…",1,1
#GMA con cola sentido #CCS desde El Helipuerto 6:42am @traficovv @RADIORAMA103,1,1
via @RennyPrietoF:  @JorgeFCB @traffiCARACAS @trafficVZLA: ¿Motivo de tranca p/acceder a Ccs. dsd ARC? #Miranda,1,2
Vía @MaquinaDelAire Fuerte Cola subiendo por Tazón a nivel de Hoyo de la Puerta.,1,2
RT @gonzalez_joel: Carro accidentado pm km 10 SENTIDO SA y LTQ despues libre Por Eso la cola.,1,2
RT @OliverCampos26:  A esta hora... avenida principal de Caracas un poco Colapsada!,1,1
VIA @FMCENTER. AFF accidentado en Plaza Venezuela a Bello Monte.,1,1
"Ppal. de Las Mercedes con cola. 
9:00 a. m.",1,1
"via @afroditadelnilo:  @unaiamenabar   libre la ARC retraso antiguo peaje x kmiones libre bajada tazón y VAO, retraso embudo vallecoche",1,0
"via @freddmor: CaracasMetro  metro los teques con fuerte retraso, anuncian que por motivos operaciones....... #Miranda",0,
RT @Ginnycar:  Altura salud chacao av fco miranda 6pm http://t.co/DQ9Q7EgIRn,0,
via @oscar2896: @carolapuertas  @msriera84 si el paso es mega lento los kioskos los están derrumbando en ambos sentidos #Miranda,1,2
RT @Luis24Palacios: Bien la av Bolívar via la Hoyada retraso por semáforos. Viceversa mejora lgo del Museo de los niños.  9:41am @MaquinaDe…,1,1
via @senarb:  Fuerte choque entre cinco vehículos en Km 9 #pnm sentido CCS. precaución. No están ya en la vía pero hay restos #Miranda,1,2
RT @salcedo1969 Buena marcha  distribuidor metropolitano después lento entrada cota mil http://t.co/3nx4cZIyxk 6:30am,1,0
"RT @reportesCCS: 7:38am choque AFF o-e canal central a nivel de San Agustín, cola fuerte desde La Yaguara http://t.co/lvHDvio7Os""",1,2
Perimetral de #SAA para conectar con la #PNM presenta fuerte congestión a esta hora 6:09pm,1,2
RT @MaquinaDelAire: Vía “@TrafficVCoche: 8:34pm PNM buena marcha desde el KM 0! Precaución a mitad del KM 1 subiendo! semanas sin luz! ”,1,0
via @AaronAEA:  via USB dsd hoyo de la puerta gracias a los camiones de volteó. http://t.co/xKCVYGQ5me #DonaTusMedicamentos,1,2
RT @Luis24Palacios: Tazón avanzando la gandola a la derecha estan 4 gruas y autoridades mejora la marcha. 9am @MaquinaDelAire @traficovv ht…,1,1
RT @potenzax: plaza la castellana despejada en todas sus ramificaciones http://t.co/iKLLC9pH8M,1,0
via @Rcenter64:  Así se encuentra la valle coche en estos momentos 8 20 am sentido Plaza Vzlaezuela http://t.co/moADBAe01d #Miranda,0,
via @Dannali:  fuerte choque entre dos explorer antes de llegar al distribuidor de caucagua #Miranda #PrioridadTránsito,1,2
#PNM con Fuerte retraso sentido #SAA desde  Lomas de Urquia 5pm,1,2
"RT @ServicioVialFM: ARC; Tramo ARAGUA, Km 88 sentido Vlc - Ccs, leve incendio en la vegetacion, no afecta el transito.",1,0
via @jap1082:  @traffiCARACAS fuerte retraso cota mil sentido oeste dsd sebucan hasta la florida 6pm #Miranda,1,2
via @Bella_Luna00: tránsito muy lento en Distribuidor Metropolitano sentido Este    @trafficVZLA http://t.co/wWAJN6pvcM #Miranda,1,2
VIA @FMCENTER. Km 17 Panamericana lenta por trabajos en la via. Conexion Valle/Coche lenta via La Rinconada.,1,1
Vía @FMCENTER Cola en la autopista Valle-Coche desde La Bandera hasta el Dist. El Pulpo.,1,1
RT @victoria1039fm: (10:06am) #ARC #Miranda: Sin mayores contratiempos se encuentra el tramo Miranda de la Autopista Regional del Centro en…,1,0
via @MelaoFM: 616am #11F VAO activo La Casona PNM   @trafficVZLA   @TrafficVZLA http://t.co/bFM0t6MSGD #DonaTusMedicamentos,1,0
"Vía @willroj #VC con buena marcha para esta hora, ambos sentidos, 4:40 pm.",1,0
"RT @MIRANDAACTIVA: #PNM con retraso desde el km 5 por vehículo accidentado en el 9, luego libre hasta el IVIC, @trafficMIRANDA, @traficovv,…",1,1
RT @MelaoFM:  618am #4F Libre KM 17 PNM https://t.co/qMPhVTh4xH,1,0
"via @1954candanga: "": LA MEGA COLA para entrar al Cntrl Madeirense (Guatire) @henrydtorres   http://t.co/xYW4QasmUu"" #DonaTusMedicamentos",0,
vía @cynthalej:  full cola de la rinconada a coche,1,2
via @rosavicdimar:  PNM así se encuentra la via en el Km 0 a esta hora .28 am (bajando) http://t.co/0lBcoycGbx #PrioridadTránsito,0,
via @melissa1409: via  @JOE_BLACK14 @traffiCARACAS La bajada de la Tahona también tiene bastante volumen de carros #Miranda,1,2
Vía @happmix #Vargas 3pm Camión del aseo accidentado en el Boquerón 1 Sent&gt;#Ccs&gt; http://t.co/lhEcZpnKhC,1,2
via @freddyparis3:  @hayem11 cola suave para pasar el metropolitano hacia gns solo 30 min dsd la recta de la Urbina.....ya por lo menos rue,1,1
"via @VICTORMEDINA59:  inmueble de 1047 m2, con frente de 36 ml, ubicado carrera 21 barrio obrero, San Cristóbal... Ultimo lote con esa ubic",0,
vía @auriamor:  #PDE A la altura de #StaRosaDeLima con libre circulación en ambos sentidos  https://t.co/QFEfySLwJl,1,0
RT @potenzax: avenida boyacá sentido este entre maripérez y la flórida despejado http://t.co/xXhvMPpK9J,1,0
RT @Trafishock: Vía: @FMCENTER Tránsito lento en la Autopista Valle-Coche desde el Dist. La Gaviota hasta Los Chaguaramos 6:43 @ShockDeLaRa…,1,1
RT @victoria1039fm:  (6:35am) #ARC sin novedad en ambos sentidos,1,0
Vía @edgarsimpsons FF EO a nivel de Altamira un estacionamiento 5y40pm http://t.co/VOcfC408fE,1,2
RT @YEMACARE: #troncal 9 que brutalidad!Entre Piritu y La Medianía cola de más de 300 vehículos en ambos sentidos por alcabalas de GN PNB,1,2
RT @MaquinaDelAire: Buena marcha desde La Bonita hasta el CC Vizcaya 9:30am,1,0
via @PetareNow:   una hora para salir de palo Verde totalmente TRANCADO hasta el muro de Petare. #Miranda,1,2
"Autopista Francisco Fajardo  presenta lentitud, sentido Oeste-Este, a la altura de Los Ruices. Sentido contrario igual",1,1
Perimetral de #SAA fuerte congestión para quienes toman la Gonzalera 5:20pm,1,2
"RT @ServicioVialFM:  MARACAY: Av Bolivar con Fza Aérea, sin contratiempos en todos sus sentidos, PRECAUCIÓN al Conducir.",1,0
RT @caracas1073fm: ARC Km 63 Curva Peligrosa de las Tejerías camion 350 volcó ocupando los dos canales,1,2
via @djabellou: Via @traffiCARACAS  @trafficVZLA  #PDE d plaza vzla a dist stafe via campits trinidad concresa transit moderad :00Am,1,1
via @zamje03:  @memojose64 @trafficVZLA llegando al metropolitano y continúa la tranca #Miranda,1,2
"vía @ReportGuarico:  #Guárico Calabozo - Camaguan - Guayabal afluencia vehicular, Corozopando arreo de ganando en via.",1,2
via @Armalas:  accident  con motorizado semaforo IVIC #Miranda,1,1
"RT @notisur24: ALERTA DE TRÁNSITO: en la Autopista Regional de Centro hay lentitud en hoyo de la puerta, sentido CARACAS-VALENCIA.",1,2
via @carmensitanieto:   fulll cola en los cerrito sentido san Antonio q pasa #DonaTusMedicamentos,1,2
"RT @TuGPSRadio:  #PNM sentido los Teques cola fuerte desde el km 8,5 para superar el IVIC",1,2
via @carlos_raga2601:   buen día perimetral de #saa libre dsd el pueblo actividades escolares en colegios normales #PrioridadTránsito,1,0
"via @1993Armas: @Fenix_Anony12
Autobús incendiado en la Av Bolívar de
#Maracay . http://t.co/g7Zp4F5rUV
j7kPTU1rYx  #Miranda",1,1
via @cesarLMK_R: #PNM despejada entre tejerias y el km 0 - mucha neblina entre tejerias y #LTQ   #PrioridadTránsito,1,0
"#AFF con lentitud en Bello Monte, luego mejora hacia La Urbina. 
9:00 a. m.",1,1
#SerEcologistaEs reutilizar algo antes de desecharlo.,0,
"Al término de la octava semana del trimestre, el profesor deberá haber calificado al menos el 50% de los componentes de la nota final.",0,
vía @MaquinaDelAire:  #Autopista Valles del Tuy a buena marcha en #AmbosSentidos 11:58am,1,0
RT @RADIORAMA103: Gracias @eberthcastillo2: Buen tránsito hacia VC saliendo de Las Mayas tomando la Valle Coche hasta la estacion de servic…,1,0
"RT @ElCoctel971: #PNM sentido Los Teques. Sin Cola en La Redoma de San Antonio,Kilómetro 18,Distribuidor Puente Carrizal,Distribuidor Los Ce",1,0
Vía @FMCENTER Cola en la Francisco Fajardo a la altura de Plaza Venezuela sentido centro.,1,1
RT @tutaxistavial: Retención para ingresar peaje de Guacara sentido valencia luego fluye hasta san blas http://t.co/6y08ZTllhk,1,2
RT @800Noticias: Vía @traficovv: Vía @FMCENTER la Valle - Coche de La Rinconada para Plaza Vzla. presenta lentitud de La Bandera al Pte. Va…,1,1
"vía @YormalyCuadros:  Accidente sentido Charallave, a la altura del Aeropuerto.  http://t.co/mmAKAmokF3",1,2
RT @leontorcar: mega cola ppal de Los Naranjos Av paujil....evitarla,1,2
"via @JoseCabreraa:  @AmoramiVzla @yeiyyil @Montero1980C Serrado con S no creo MENOS con C, Suspenden rutas de Metrobus q parten dsd Altamira",0,
"Dist. Altamira con cola subiendo. 
12:28 p. m.",1,1
RT @lasmendoza: la ccs la guaira en ambos sentidos con excelente transito 7 y 43,1,0
"RT @ServicioVialFM:  ARAGUA: Cerrada la vía por protesta en San Francisco de Asis, no hay paso entre La Villa y Tocorón (9:07am)",1,2
RT @traffiCARACAS: via @Abraham2910: @trafficMIRANDA   choq entre carro y bus en la valle-coche km 0 direccion tazon piso mojado! http://t.…,1,1
via @elportuu1047: Retraso pasando mampote via ccs en la AGMA de igual manera pasando el helipuerto fuerte transito  @traffiCARACAS,1,2
"via @LaYannarella:  Bnas tardes. Alguien sabrá por qué tanto tránsito en el km 18 de la pnm sentido SAA?, gracias. #PrioridadTránsito",1,2
via @enyerber63:  @Chelita_1 @trafficVZLA @GNBautopistaGMA subiendo a Caracas #DonaTusMedicamentos,0,
6:30 pm Reportan fuerte tráfico en los alrededores de Plaza Venezuela y paso cerrado en la conexión hacia los estadios #Caracas #19F,1,2
via @TuGPSRadio:  #ValleCoche ya habilitado el VAO. Con buena circulación entre Hoyo de la Puerta y Los Estadios  4:44 am #Miranda,1,0
via @roxanalaya:   #pnn libre dsd km18 hasta salida d Trebol Country por carro accidentado a 100mtrs d senáforo #LS #PrioridadTránsito,1,1
via @MiguelCaro78:  talud de tierra bloquea salida justo en Tazon dirección Valencia La cola en ambos sentidos es de kms http://t.co/zqUa3R,1,1
"Ppal. de Los Cortijos con buen tránsito en ambos sentidos. 
12:29 p. m.",1,0
RT @carmensitanieto: @traficovv @kenjfg fulll cola en los Cerritos sentido san Antonio,1,2
RT @MaquinaDelAire: Alrededores de la USB su tránsito es fluido. 4:52,1,0
via @ovort:  choque en el km 8 de la PNM dirección SAA 4:30pm #PrioridadTránsito,1,2
RT @edgarsimpsons: FF EO a nivel de Altamira un estacionamiento 5y40pm @EUtrafico @traffiCARACAS @traficovv http://t.co/MOBKbvXpxg,1,2
RT @TefanyVillegas: Paramedicos del @minppt y @CPNB_VE trabajan en el control del tráfico y al retiro de la gandola  http://t.co/tTx8vibiVZ,1,2
RT @Jonas_gt: Accidente en la Cota Mil #JustoAhora dos vehículos involucrados  http://t.co/b4RArqzeYa,1,1
RT @Perrendengo1: Cotamil via centro 6pm completamente libre.,1,0
"RT @MIRANDAACTIVA: Estamos al aire por @Miranda1001_Fm con @marielselopez  y @colmenaresp23 hasta las 8pm #PNM #Transito #Miranda, http://t…",0,
RT @djabellou:  d cc sta rosa d lima y via torre la noria paseo las mercedes cola corrida 7:10Am,1,2
"Vía @MaquinaDelAire Buena macha en AVC de LaBandera a LaRinconada,S/C desplazamiento lento incluyendo la vía de Los Próceres-Los Chaguaramos",1,0
"Vía @Chinita_Saoly1 CARRO PEQUEÑO COLISIONÓ LLEGANDO AL VAO SENTIDO GUARENAS Y UN MOTORIZADO LLEGANDO A MAMPOTE, TRANSITO A 5KM/H",1,1
via @cajasequense: @traffiCARACAS  quien informa como sigue la ARC sentido los valles del tuy valle coche y tazon. Gracias #Miranda,0,
RT @trafficaragua: via @RadioArtistika: #Entreruedasysemaforos: lentitud carretera hacia choroni por desplazamiento temporadistas,1,2
Vía @caracas1073fm #FueraDeLaARC Retención en la parte interna de #LaVictoria por actos conmemorativos al 12 de Febrero.,1,2
RT @happmix:  #Aragua 1:10pm #ARC Dsd Paracotos hasta La Victoria sin novedad ambos sentidos http://t.co/0BEGQgULrt,1,0
via @alvaradoamerico:  #PNM Camión de agua accidentado sentido hacia Caracas a la altura del IUT. precaución! 4:59 am @trafficVZLA  #Miranda,1,2
vía @MaquinaDelAire:  Alrededores del CC Plazas las Américas trafico lento. 6:36 am https://t.co/U4pehtWacM,1,2
via @erpocho69:  cola en el VAO de la Valle coche para ingresar camión accidentado al final de la bajada de tazón complica el tránsito,1,2
Vía @JiArv: la av Rómulo Gallegos a la altura de los dos caminos - Millennium Mall esta full congestionada,1,2
Para comunicarse con Protección Civil en #Yaracuy marque el (0254) 232.4663 #TipsEUtrafico,0,
RT @happmix: #TrafficMix #Aragua 5:06pm #ARC Via La Victoria - Paracotos &gt;@tutaxistavial @traficovv @EUtrafico @Traffic_Miranda http://t.co…,0,
RT @ElCoctel971: RT @traficovv: Vía @MIRANDAACTIVA Retraso en la #PNM desde el Km 17 sentido #SAA.,1,1
RT @TrafficVCoche:  7:16am @MaquinaDelAire PNM con retraso desde el KM 2 para empalmar con la Valle Coche #Usaelcinturòn,1,1
via @alvaradoamerico:  #PNM con buena circulación dsd los Teques y el km 0 habilitado el #TercerCanal 5:05 am #DonaTusMedicamentos,1,1
vía @Luis24Palacios:  #VC cola fuerte E/S hasta Los Chaguaramos detenida la circulación 8:50am,1,2
RT @lcoelhof: Los Bomberos de La Trinidad a esta hora (8:50am) http://t.co/VFg5XPlZfM,0,
via @joseruedaa: UNET a esta hora...! @trafficTACHIRA   http://t.co/huDMhsrLAc #DonaTusMedicamentos,0,
Vía @FMCENTER Recomendable Las Rampas del Metropolitano en ambas direcciones.,1,0
RT @ReportGuarico: #Guárico Valle de la Pascua - Dos Caminos poca afluencia vehicular. Sectores con deterioro vial.,1,0
"RT @Bellaini: Mucha lluvia en la ARC sentido Valencia, Km 74. Mucha precaución",1,1
RT @Luis24Palacios: #AFF de Altamira a Caricuao lenta en el Rosal pero inmediatamente mejora hasta Caricuao! 9:18am @MaquinaDelAire @trafic…,1,1
RT @juancarlosalejo:  #ARJ 1705 S&gt;ESTE con COLA REGULAR hasta superar el semáforo después del parque,1,1
via @jimene_com:  como va la cola de tazón a esta hora??? #Miranda,0,
Vía @RadioArtistika #Entreruedasysemaforos: 7:36 pm #ARC tramo Aragua sin novedad ambos sentidos,1,1
via @reval43:   @traffiCARACAS cola pasando túnel de turumo q va hacia la carretera vieja autobus volcad http://t.co/Fns69WKxb0 #Miranda,1,1
Vía @panchiperezg Av. Interc. El valle. http://t.co/jGOBELpNMK,0,
RT @Luis24Palacios: Continúan los bomberos en el terminal de la Bandera! el paso vehicular es muy lento via VC y Sta Mónica 8:19am @Maquina…,1,2
via @lililugomarquez: @traffiCARACAS @linhai53 @parmenidez  quieren arreglar el problema economico  aumentando la gasolina  al final siguen,0,
vía @ebano80:  protesta de motorizados en la Trinidad altura los bomberos. Por inseguridad.,1,2
RT @fernandez_260: @traficovv choque de Gandola en la ARC sentido CCS a la altura de Ho Campo. Autoridades ya en el sitio pero fuerte esta …,1,2
"º- Feliz Amanecer 5:00 am -º 

Río Orinoco - Pte Angostura

|******[[Ciudad Bolivar]]******|

Instagram @trafficVZLA http://t.co/mK4eIoOOWP",0,
RT @ReporteYa: #9F 8:00 am Moto quemándose en la valle coche altura Santa Mónica Sentido Plaza Venezuela #Caracas http://t.co/TQCPvHPiSp ví…,1,1
via @lafiestadek:   #PNM sin novedad en ambos sentidos. Recuerda usar el cinturón de seguridad. #vallecoche sin cola. #Miranda,1,0
RT @happmix: #NotaMIx | Gandola de pollo que volcó en la #PNM  saqueada por vecinos del km41  (vía @Reporte_RealLTQ http://t.co/3thATtjJJY,1,2
Vía @MelaoFM 441pm #10F Accidentado Km 1 PNM  http://t.co/I7ku3pdCQo,1,2
RT @victoria1039fm: (4:31pm) &gt;&gt; Cola para ingresar al peaje de #Guacara sentido #Caracas por afluencia vehicular.,1,1
RT @ElVacilonfm: 15 min en superar toda valle coche por la afluencia. S/plaza Vzla.,1,1
"Ppal. de Los Ruices y Ppal. de Los Cortijos tienen buena marcha en ambas direcciones. 
12:24 p. m.",1,0
via @afroditadelnilo: @trafficPUERTO  AGMA mucha cola en barcelona sentido puerto la cruz- caracas #DonaTusMedicamentos,1,2
via @AuxVial:   @traffiCARACAS Paramédicos atienden lesionado colisión de moto en la Valle Coche Pza Vzla altura Sta Monica #Miranda,1,2
RT @Luis24Palacios: #VC libre de los estadios hasta el puente de la #PNM 8:45am @MaquinaDelAire @traficovv,1,0
"via @nohita92:  @ferrousuarios Metrobus habilitado dsd Cua hasta Ch Norte... Dicen que la ""falla"" sera solventada en hora y media...",0,
Vía @MelaoFM 327pm #18F Puente Carrizal PNM  http://t.co/AHqjrEBweI,0,
"Av. El Rosario de Los Chorros con buena circulación. 
12:49 p. m.",1,0
"Intercomunal La Trinidad–El Hatillo con buen tránsito en ambos sentidos. 
8:52 a. m.",1,0
via @tiorafm: Buena Circulación en el Km 17 de la #PNM sentido #SAA en dirección contraria cola leve.   http://t.co/27JDpN9DCP #Miranda,1,1
Vía @caracas1073fm #ARC: Km 89 Embalse Zuata punto de control.,1,0
RT @YOLEIDAD: que pasa en la cota mil sentido este? Gracias,1,2
RT @paramedicosmtt: Se restablece el tránsito sentido Maracay en el km11 de la #ARC #Precaucion Pronto el restablecimiento vía #CCS 7:56am,1,1
RT @FredyPineda71:  lentitud para super embudo de pvzla en FF sentido E-Osentido contrario buena circulacion,1,1
RT @MelaoFM: 643am #03F Km 17 PNM  http://t.co/sXZ3SdUDXX,0,
"Vía @rutransito959 #Arc #Aragua 
Km 80 #LaVictoria retención ambos sentidos por congestión interna.",1,2
vía @GAntias:  Continúan trabajos pte hipódromo V C  https://t.co/9ODZvELNHe,1,1
RT @MelaoFM: 539pm #11F IVIC PNM  http://t.co/BiLMrKhhKR,0,
vía @MelaoFM:  6:34am #09F Super Lider PNM https://t.co/yGM1Ku9ZLt,0,
RT @Porlasvias  principal de los ruices entre avenida francisco de miranda rómulo gallegos tiene cola 5:54pm #CCS #AFM,1,1
via @Joseito60:  tránsito muy lento en cotamil sentido O-E dsd Altamira #Miranda,1,2
via @SweetSourCcs: dsd la madrugada cola por batería en Duncan Los Ruices @adamayas    http://t.co/1xtSubc0dQ #DonaTusMedicamentos,0,
Vía @caracas1073fm #Aragua Colisión entre gandolas a nivel del km 110 Dist Palo negro sentido #Caracas. Ocupan hombrillo canal lento.,1,2
RT @ElVacilonfm: Habilitado el VAO autopista Valle-Coche.,1,1
"2:18 pm: Reportan cola en Hoyo de La Puerta, sentido Maracay http://t.co/HB7sOyqGko",1,2
via @Masei75: #23F 7:30am @trafficVZLA MotoTaxis trancan Av. Ppal La Trinidad #CCS http://t.co/mreV5QuKfz,1,2
Vía @juancarlosalejo #AFF 1715 S&gt;OESTE las salidas hacia Petare y Macaracuay con COLA REGULAR.,1,1
RT @AldanaJaissiret Así está la  #ARC sentido Ccs antes túnel ocumitos http://t.co/gNjrxut29Z #CCS 4.16pm,0,
"Av. Sur Altamira con buen tránsito. 
11:36 a. m.",1,0
"(((*****[[HORA PICO]]*****))) 

☞A Esta Hora La Prioridad☜

*****ES EL REPORTE*****

*Modo Prioridad Tránsito* http://t.co/hA2NXGlXvn",0,
"via @anarquiavial: @traffiCARACAS   Vivienda digna Sig XXI: debajo de la AFF, detrás del CC El Recreo http://t.co/nVGzAAHeBn #Miranda",0,
"Ppal. de Las Mercedes con retraso en los últimos dos semáforos. 
9:00 a. m.",1,1
